path,role,current_entry,note
scripts/00_prepare_data.py,retained_implementation_dependency,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/00b_build_distill_set.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/00b_prepare_auxiliary_data.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/00c_augment_urat1_literature_benchmarks.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/01_dataset_analysis.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/02_train_asymmetric_models.py,retained_implementation_dependency,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/02_train_mtl_models.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/03_library_screening.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/03_structure_screening.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/04_generative_optimization.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/05_fusion_and_ranking.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/05_retrospective_validation.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/06_retrospective_validation.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/07_benchmark_backtest.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/08_urat1_model_comparison.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
scripts/09_cheminformatics_filters.py,legacy_or_supporting_only,scripts/manuscript_pipeline/build_evidence.py,Original path preserved for imports and audit; not a default execution workflow
